vtaxid,vname,vrefseq,htaxid,hname
1977403,Acholeplasma phage MV-L51,NC_001341,2148,Acholeplasma laidlawii
1589747,Achromobacter phage 83-24,NC_028834,85698,Achromobacter xylosoxidans
1416009,Achromobacter phage JWAlpha,NC_023556,85698,Achromobacter xylosoxidans
1416008,Achromobacter phage JWDelta,KF787094,85698,Achromobacter xylosoxidans
1589748,Achromobacter phage JWF,NC_029075,85698,Achromobacter xylosoxidans
1589746,Achromobacter phage JWX,NC_028768,85698,Achromobacter xylosoxidans
2591403,Achromobacter phage Motura,NC_049849,1389935,Achromobacter animicus
1610509,Achromobacter phage phiAxp-1,NC_029033,85698,Achromobacter xylosoxidans
1664246,Achromobacter phage phiAxp-2,NC_029106,85698,Achromobacter xylosoxidans
1664247,Achromobacter phage phiAxp-3,NC_028908,85698,Achromobacter xylosoxidans
1229761,Acidithiobacillus phage AcaML1,JX507079,637389,Acidithiobacillus caldus ATCC 51756
2010329,Acidovorax phage ACP17,NC_041997,80869,Acidovorax citrulli
889876,Acinetobacter phage AB1,NC_042028,470,Acinetobacter baumannii
1273713,Acinetobacter phage AB3,NC_021337,470,Acinetobacter baumannii
2500826,Acinetobacter phage AbKT21phiIII,NC_048142,470,Acinetobacter baumannii
1235824,Acinetobacter phage Abp1,NC_021316,470,Acinetobacter baumannii
2015804,Acinetobacter phage AbP2,NC_041998,470,Acinetobacter baumannii
2500827,Acinetobacter phage AbTZA1,NC_049445,470,Acinetobacter baumannii
762660,Acinetobacter phage Ac42,NC_014660,469,Acinetobacter
760732,Acinetobacter phage Acj61,NC_014661,40214,Acinetobacter johnsonii
760939,Acinetobacter phage Acj9,NC_014663,40214,Acinetobacter johnsonii
2178927,Acinetobacter phage AM101,NC_049511,470,Acinetobacter baumannii
154784,Acinetobacter phage AP205,NC_002700,70347,Acinetobacter genomosp. 16BJ
1187128,Acinetobacter phage AP22,NC_017984,470,Acinetobacter baumannii
2686308,Acinetobacter phage Apostate,NC_049491,470,Acinetobacter baumannii
2686290,Acinetobacter phage Berthold,NC_049490,470,Acinetobacter baumannii
1647373,Acinetobacter phage Fri1,NC_028848,470,Acinetobacter baumannii
1243183,Acinetobacter phage IME-AB2,NC_041857,470,Acinetobacter baumannii
1735582,Acinetobacter phage IME200,NC_028987,470,Acinetobacter baumannii
1458669,Acinetobacter phage IMEAB3,NC_023590,470,Acinetobacter baumannii
2301662,Acinetobacter phage KARL-1,NC_049441,470,Acinetobacter baumannii
2686303,Acinetobacter phage Kimel,NC_049492,470,Acinetobacter baumannii
2666257,Acinetobacter phage Konradin,NC_049479,470,Acinetobacter baumannii
2686289,Acinetobacter phage Lazarus,NC_049493,470,Acinetobacter baumannii
1970374,Acinetobacter phage Loki,NC_042137,400667,Acinetobacter baumannii ATCC 17978
1792222,Acinetobacter phage LZ35,NC_031117,470,Acinetobacter baumannii
1406779,Acinetobacter phage Petty,NC_023570,470,Acinetobacter baumannii
691318,Acinetobacter phage phiAB1,NC_028675,470,Acinetobacter baumannii
1698439,Acinetobacter phage phiAB6,NC_031086,470,Acinetobacter baumannii
1229760,Acinetobacter phage phiAC-1,NC_028995,487316,Acinetobacter soli
1406780,Acinetobacter phage Presley,NC_023581,470,Acinetobacter baumannii
1406780,Acinetobacter phage Presley,NC_023581,1343071,Acinetobacter nosocomialis M2
1916127,Acinetobacter phage SH-Ab 15519,NC_041905,470,Acinetobacter baumannii
2053604,Acinetobacter phage SWH-Ab-1,NC_047896,470,Acinetobacter baumannii
2059857,Acinetobacter phage SWH-Ab-3,NC_047883,470,Acinetobacter baumannii
1481186,Acinetobacter phage vB_AbaM_Acibel004,NC_025462,470,Acinetobacter baumannii
2315466,Acinetobacter phage vB_AbaM_B09_Aci01-1,NC_048074,470,Acinetobacter baumannii
2315467,Acinetobacter phage vB_AbaM_B09_Aci02-2,NC_048075,470,Acinetobacter baumannii
2315458,Acinetobacter phage vB_AbaM_B09_Aci05,NC_048080,470,Acinetobacter baumannii
1837876,Acinetobacter phage vB_AbaM_ME3,NC_041884,470,Acinetobacter baumannii
1605379,Acinetobacter phage vB_AbaM_phiAbaA1,NC_031280,470,Acinetobacter baumannii
2690230,Acinetobacter phage vB_AbaM_PhT2,NC_049494,470,Acinetobacter baumannii
2315468,Acinetobacter phage vB_AbaP_46-62_Aci07,NC_048076,470,Acinetobacter baumannii
1481187,Acinetobacter phage vB_AbaP_Acibel007,NC_025457,470,Acinetobacter baumannii
1932886,Acinetobacter phage vB_AbaP_AS11,NC_041915,470,Acinetobacter baumannii
1932885,Acinetobacter phage vB_AbaP_AS12,NC_041914,470,Acinetobacter baumannii
2315601,Acinetobacter phage vB_AbaP_B09_Aci08,NC_048081,470,Acinetobacter baumannii
2016049,Acinetobacter phage vB_AbaP_B1,NC_042003,470,Acinetobacter baumannii
2016050,Acinetobacter phage vB_AbaP_B3,NC_042004,470,Acinetobacter baumannii
2016050,Acinetobacter phage vB_AbaP_B3,NC_042004,1217636,Acinetobacter baumannii NIPH 528
2678937,Acinetobacter phage vB_AbaP_B5,NC_042005,470,Acinetobacter baumannii
2678937,Acinetobacter phage vB_AbaP_B5,NC_042005,1217645,Acinetobacter baumannii NIPH 2061
2126803,Acinetobacter phage vB_AbaP_D2,NC_042124,470,Acinetobacter baumannii
1701807,Acinetobacter phage vB_AbaP_PD-6A3,NC_028684,470,Acinetobacter baumannii
1701808,Acinetobacter phage vB_AbaP_PD-AB9,NC_028679,470,Acinetobacter baumannii
1852629,Acinetobacter phage vB_AbaS_TRS1,NC_031098,927193,Acinetobacter baumannii A118
2269366,Acinetobacter phage vB_ApiM_fHyAci03,NC_049438,48296,Acinetobacter pittii
2016052,Acinetobacter phage vB_ApiP_P1,NC_042006,48296,Acinetobacter pittii
2016053,Acinetobacter phage vB_ApiP_P2,NC_042007,48296,Acinetobacter pittii
1983409,Acinetobacter phage WCHABP1,NC_041966,470,Acinetobacter baumannii
1965454,Acinetobacter phage WCHABP12,NC_041924,470,Acinetobacter baumannii
1983525,Acinetobacter phage WCHABP5,NC_041967,470,Acinetobacter baumannii
1505225,Acinetobacter phage YMC-13-01-C62,NC_024785,470,Acinetobacter baumannii
1221835,Acinetobacter phage YMC/09/02/B1251,NC_019541,470,Acinetobacter baumannii
1628721,Acinetobacter phage YMC11/11/R3177,NC_041866,472,Acinetobacter sp.
1628720,Acinetobacter phage YMC11/12/R2315,NC_028855,472,Acinetobacter sp.
1560342,Acinetobacter phage YMC13/03/R2096,NC_027332,470,Acinetobacter baumannii
1049283,Acinetobacter phage ZZ1,NC_018087,470,Acinetobacter baumannii
279303,Actinoplanes phage phiAsp2,NC_005885,442459,Actinoplanes sp. SN223/29
1913112,Aeribacillus phage AP45,NC_048651,33936,Aeribacillus pallidus
2588097,Aeromonas phage 2-L372D,NC_048769,644,Aeromonas hydrophila
2163976,Aeromonas phage 25AhydR2PP,NC_047966,644,Aeromonas hydrophila
2588515,Aeromonas phage 2_L372X,NC_048770,644,Aeromonas hydrophila
2588517,Aeromonas phage 4_4572,NC_048773,644,Aeromonas hydrophila
2588518,Aeromonas phage 4_L372D,NC_048771,644,Aeromonas hydrophila
2588520,Aeromonas phage 4_L372XY,NC_048772,644,Aeromonas hydrophila
1198014,Aeromonas phage Aes012,NC_020879,647,Aeromonas sp.
1198013,Aeromonas phage Aes508,NC_019543,645,Aeromonas salmonicida
1747286,Aeromonas phage Ahp1,NC_047866,644,Aeromonas hydrophila
2138298,Aeromonas phage AhSzq-1,NC_047949,644,Aeromonas hydrophila
2138299,Aeromonas phage AhSzw-1,NC_047950,644,Aeromonas hydrophila
2026082,Aeromonas phage AS-gz,NC_042019,29491,Aeromonas salmonicida subsp. salmonicida
2026113,Aeromonas phage AS-sw,NC_048674,29491,Aeromonas salmonicida subsp. salmonicida
2024208,Aeromonas phage AS-zj,NC_048673,29491,Aeromonas salmonicida subsp. salmonicida
2776735,Aeromonas phage BUCT551,NC_052986,642,Aeromonas
1204516,Aeromonas phage CC2,NC_019538,644,Aeromonas hydrophila
2507411,Aeromonas phage CF7,NC_047865,644,Aeromonas hydrophila
2591033,Aeromonas phage LAh9,NC_048776,644,Aeromonas hydrophila
2591030,Aeromonas phage LAh_6,NC_048774,644,Aeromonas hydrophila
2591031,Aeromonas phage LAh_7,NC_052985,644,Aeromonas hydrophila
2591032,Aeromonas phage LAh_8,NC_048775,644,Aeromonas hydrophila
1505227,Aeromonas phage pAh6-C,NC_025459,644,Aeromonas hydrophila
1978922,Aeromonas phage phiA8-29,NC_048660,647,Aeromonas sp.
879628,Aeromonas phage phiAS4,NC_014635,645,Aeromonas salmonicida
879630,Aeromonas phage phiAS5,NC_014636,645,Aeromonas salmonicida
1141132,Aeromonas phage phiAS7,NC_019528,29491,Aeromonas salmonicida subsp. salmonicida
754050,Aeromonas phage pIS4-A,NC_042037,728059,Aeromonas sp. IS4
926067,Aeromonas phage PX29,NC_023688,645,Aeromonas salmonicida
2608321,Aeromonas phage vB_AhyS-A18P4,NC_052984,644,Aeromonas hydrophila
1127514,Aeromonas phage vB_AsaM-56,NC_019527,645,Aeromonas salmonicida
2420320,Aeromonas phage ZPAH7,NC_048133,644,Aeromonas hydrophila
683735,Aggregatibacter phage S1249,NC_013597,668336,Aggregatibacter actinomycetemcomitans D11S-1
1161931,Agrobacterium phage 7-7-1,NC_019519,861208,Agrobacterium sp. H13-3
2024261,Agrobacterium phage Atu_ph02,NC_047845,358,Agrobacterium tumefaciens
2024262,Agrobacterium phage Atu_ph03,NC_047846,358,Agrobacterium tumefaciens
2024264,Agrobacterium phage Atu_ph07,NC_042013,358,Agrobacterium tumefaciens
2729541,Alteromonas phage vB_AcoS-R7M,NC_048878,1656094,Alteromonas confluentis
1300004,Alteromonas phage vB_AmaP_AD45-P1,NC_021532,1004787,Alteromonas macleodii str. 'Balearic Sea AD45'
1300005,Alteromonas phage vB_AmaP_AD45-P2,KF005320,1004787,Alteromonas macleodii str. 'Balearic Sea AD45'
1300006,Alteromonas phage vB_AmaP_AD45-P3,KF005318,1004787,Alteromonas macleodii str. 'Balearic Sea AD45'
1300007,Alteromonas phage vB_AmaP_AD45-P4,KF005319,1004787,Alteromonas macleodii str. 'Balearic Sea AD45'
2704031,Alteromonas phage vB_AmeM_PT11-V22,NC_048847,232,Alteromonas sp.
1357732,Anabaena phage A-4L,NC_024358,264691,Trichormus variabilis
2099336,Anoxybacillus phage A403,NC_048701,247480,Anoxybacillus caldiproteolyticus
1927013,Aquamicrobium phage P14,NC_041912,658602,Aquamicrobium sp. H14
2713256,Arthrobacter phage Abba,NC_049498,1665,Arthrobacter globiformis
2015853,Arthrobacter phage Abidatro,NC_042002,1771959,Arthrobacter sp. ATCC 21022
2027883,Arthrobacter phage Adat,NC_042020,1771959,Arthrobacter sp. ATCC 21022
1772291,Arthrobacter phage Amigo,NC_041949,1771959,Arthrobacter sp. ATCC 21022
2419946,Arthrobacter phage Andrew,NC_048098,1665,Arthrobacter globiformis
2484217,Arthrobacter phage Anjali,NC_048739,1665,Arthrobacter globiformis
1796994,Arthrobacter phage BarretLemon,NC_031252,1771959,Arthrobacter sp. ATCC 21022
2015815,Arthrobacter phage Beans,NC_041999,1771959,Arthrobacter sp. ATCC 21022
1772293,Arthrobacter phage Bennie,NC_041938,1771959,Arthrobacter sp. ATCC 21022
1701798,Arthrobacter phage Brent,NC_041930,1771959,Arthrobacter sp. ATCC 21022
2419949,Arthrobacter phage Bridgette,NC_048091,1665,Arthrobacter globiformis
1772294,Arthrobacter phage CaptnMurica,NC_041951,1771959,Arthrobacter sp. ATCC 21022
1772295,Arthrobacter phage Circum,NC_041948,1771959,Arthrobacter sp. ATCC 21022
2015834,Arthrobacter phage Colucci,NC_042000,1771959,Arthrobacter sp. ATCC 21022
2419950,Arthrobacter phage Constance,NC_048092,1665,Arthrobacter globiformis
2419951,Arthrobacter phage Coral,NC_048099,1665,Arthrobacter globiformis
1698361,Arthrobacter phage Decurro,NC_028692,1771959,Arthrobacter sp. ATCC 21022
2419955,Arthrobacter phage DrManhattan,NC_048093,37927,Sinomonas atrocyanea
1772296,Arthrobacter phage DrRobert,NC_041939,1771959,Arthrobacter sp. ATCC 21022
2686080,Arthrobacter phage DrYang,NC_049489,1771959,Arthrobacter sp. ATCC 21022
2419956,Arthrobacter phage Eileen,NC_048094,1665,Arthrobacter globiformis
1772326,Arthrobacter phage Galaxy,NC_041876,1771959,Arthrobacter sp. ATCC 21022
1772297,Arthrobacter phage Glenn,NC_041940,1771959,Arthrobacter sp. ATCC 21022
1772298,Arthrobacter phage Gordon,NC_041952,1771959,Arthrobacter sp. ATCC 21022
1772300,Arthrobacter phage HunterDalle,NC_041941,1771959,Arthrobacter sp. ATCC 21022
1772302,Arthrobacter phage Jasmine,NC_041875,1771959,Arthrobacter sp. ATCC 21022
1772327,Arthrobacter phage Jawnski,NC_041931,1771959,Arthrobacter sp. ATCC 21022
1772303,Arthrobacter phage Joann,NC_041942,1771959,Arthrobacter sp. ATCC 21022
2419958,Arthrobacter phage Judy,NC_048095,1665,Arthrobacter globiformis
2315608,Arthrobacter phage KBurrousTX,NC_049442,1771959,Arthrobacter sp. ATCC 21022
1796995,Arthrobacter phage KellEzio,NC_031231,1771959,Arthrobacter sp. ATCC 21022
2419959,Arthrobacter phage Kepler,NC_048100,1665,Arthrobacter globiformis
1796996,Arthrobacter phage Kitkat,NC_031254,1771959,Arthrobacter sp. ATCC 21022
1772304,Arthrobacter phage Korra,NC_041943,1771959,Arthrobacter sp. ATCC 21022
2653270,Arthrobacter phage Kuleana,NC_049473,1665,Arthrobacter globiformis
1772305,Arthrobacter phage Laroye,NC_041947,1771959,Arthrobacter sp. ATCC 21022
2488780,Arthrobacter phage Liebe,NC_048115,1665,Arthrobacter globiformis
2599828,Arthrobacter phage Lymara,NC_049471,1771959,Arthrobacter sp. ATCC 21022
2499009,Arthrobacter phage Maja,NC_048140,1665,Arthrobacter globiformis
1772307,Arthrobacter phage Martha,NC_041932,1771959,Arthrobacter sp. ATCC 21022
2484218,Arthrobacter phage Mendel,NC_048740,1665,Arthrobacter globiformis
2015839,Arthrobacter phage Molivia,NC_042001,1771959,Arthrobacter sp. ATCC 21022
1796997,Arthrobacter phage Mudcat,NC_031224,1771959,Arthrobacter sp. ATCC 21022
2656526,Arthrobacter phage Mufasa8,NC_049478,1771959,Arthrobacter sp. ATCC 21022
2419965,Arthrobacter phage Peas,NC_048096,1665,Arthrobacter globiformis
2024282,Arthrobacter phage Piccoletto,NC_042014,1771959,Arthrobacter sp. ATCC 21022
1772310,Arthrobacter phage Preamble,NC_041944,1771959,Arthrobacter sp. ATCC 21022
1772328,Arthrobacter phage PrincessTrina,NC_042053,1771959,Arthrobacter sp. ATCC 21022
1772311,Arthrobacter phage Pumancara,NC_041945,1771959,Arthrobacter sp. ATCC 21022
2024283,Arthrobacter phage Shade,NC_042015,1771959,Arthrobacter sp. ATCC 21022
2510495,Arthrobacter phage Sonali,NC_048152,1665,Arthrobacter globiformis
1772315,Arthrobacter phage Sonny,NC_041933,1771959,Arthrobacter sp. ATCC 21022
1772319,Arthrobacter phage Tank,NC_041961,1771959,Arthrobacter sp. ATCC 21022
2599838,Arthrobacter phage TripleJ,NC_049470,1665,Arthrobacter globiformis
1414742,Arthrobacter phage vB_ArS-ArV2,NC_022972,1667,Arthrobacter sp.
1566993,Arthrobacter phage vB_ArtM-ArV1,NC_026606,1667,Arthrobacter sp.
2593333,Arthrobacter phage Vibaki,NC_049465,1665,Arthrobacter globiformis
1772322,Arthrobacter phage Wayne,NC_041946,1771959,Arthrobacter sp. ATCC 21022
2419970,Arthrobacter phage Yang,NC_048097,1665,Arthrobacter globiformis
2603257,Arthrobacter phage Zartrosa,NC_049468,1771959,Arthrobacter sp. ATCC 21022
1503929,Aurantimonas phage AmM-1,NC_027334,1503040,Aurantimonas sp. C5-1
467481,Azospirillum phage Cd,NC_010355,192,Azospirillum brasilense
458639,Bacillus phage 0305phi8-36,NC_009760,1428,Bacillus thuringiensis
2785079,Bacillus phage 1,DQ840344,391289,Bacillus sp. 6k512
1815509,Bacillus phage AR9,NC_031039,224308,Bacillus subtilis subsp. subtilis str. 168
1874000,Bacillus phage Aurora,NC_031121,1428,Bacillus thuringiensis
1874000,Bacillus phage Aurora,NC_031121,29339,Bacillus thuringiensis serovar kurstaki
1698451,Bacillus phage AvesoBmore,NC_028887,29339,Bacillus thuringiensis serovar kurstaki
1141133,Bacillus phage B4,NC_018863,1396,Bacillus cereus
1126949,Bacillus phage B5S,NC_047736,1396,Bacillus cereus
1567487,Bacillus phage BalMu-1,NC_030945,1218173,Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604
236750,Bacillus phage Bam35c,NC_005258,1428,Bacillus thuringiensis
1296654,Bacillus phage Basilisk,KC595511,526970,Bacillus cereus BGSC 6E1
57477,Bacillus phage Bastille,NC_018856,1396,Bacillus cereus
1136534,Bacillus phage BCD7,NC_019515,1396,Bacillus cereus
1118064,Bacillus phage BceA1,NC_048628,86661,Bacillus cereus group
294382,Bacillus phage BCJA1c,NC_006557,79879,[Bacillus] clarkii
584892,Bacillus phage Bcp1,NC_024137,1396,Bacillus cereus
1126950,Bacillus phage BCP78,NC_018860,1396,Bacillus cereus
1129192,Bacillus phage BCP8-2,NC_027355,1396,Bacillus cereus
1126951,Bacillus phage BCU4,NC_047735,1396,Bacillus cereus
1983461,Bacillus phage BeachBum,NC_049961,1428,Bacillus thuringiensis
1983461,Bacillus phage BeachBum,NC_049961,29339,Bacillus thuringiensis serovar kurstaki
1852564,Bacillus phage Belinda,NC_031024,1428,Bacillus thuringiensis
1406781,Bacillus phage BigBertha,NC_022769,29339,Bacillus thuringiensis serovar kurstaki
1527469,Bacillus phage Bobb,NC_024792,1408,Bacillus pumilus
1445810,Bacillus phage Bp8p-C,NC_029121,1408,Bacillus pumilus
1445811,Bacillus phage Bp8p-T,NC_047744,1408,Bacillus pumilus
1277886,Bacillus phage BPS10C,NC_023501,1396,Bacillus cereus
1136731,Bacillus phage BPS13,NC_018857,1396,Bacillus cereus
2283013,Bacillus phage BSP38,NC_048726,1423,Bacillus subtilis
1194641,Bacillus phage BtCS33,NC_018085,1428,Bacillus thuringiensis
1486657,Bacillus phage CAM003,NC_024216,1428,Bacillus thuringiensis
1406783,Bacillus phage CampHawk,NC_022761,1423,Bacillus subtilis
2072797,Bacillus phage Carmen17,NC_048698,1428,Bacillus thuringiensis
347966,Bacillus phage Cherry,DQ222851,1392,Bacillus anthracis
1874001,Bacillus phage Claudi,NC_031015,1428,Bacillus thuringiensis
1874001,Bacillus phage Claudi,NC_031015,29339,Bacillus thuringiensis serovar kurstaki
1391188,Bacillus phage CP-51,NC_025423,1396,Bacillus cereus
1792245,Bacillus phage Deep Blue,NC_031056,1053197,Bacillus cereus BtB2-4
1873341,Bacillus phage Deep-Purple,NC_048667,1396,Bacillus cereus
1805948,Bacillus phage DIGNKC,NC_031006,29339,Bacillus thuringiensis serovar kurstaki
1873999,Bacillus phage DirtyBetty,NC_031054,1428,Bacillus thuringiensis
1873999,Bacillus phage DirtyBetty,NC_031054,29339,Bacillus thuringiensis serovar kurstaki
2500808,Bacillus phage DK1,NC_049967,1396,Bacillus cereus
2500809,Bacillus phage DK2,NC_049968,1396,Bacillus cereus
2500810,Bacillus phage DK3,NC_049969,1396,Bacillus cereus
1776293,Bacillus phage Eldridge,NC_030920,1404,Priestia megaterium
1486658,Bacillus phage Evoli,NC_024207,1428,Bacillus thuringiensis
1690431,Bacillus phage Eyuki,NC_028944,29339,Bacillus thuringiensis serovar kurstaki
345922,Bacillus phage Fah,NC_007814,1392,Bacillus anthracis
345922,Bacillus phage Fah,NC_007814,1396,Bacillus cereus
347962,Bacillus phage Gamma,NC_007458,1396,Bacillus cereus
359962,Bacillus phage Gamma isolate d'Herelle,DQ289556,526977,Bacillus cereus ATCC 4342
1273743,Bacillus phage Gemini,KC330681,1189615,Bacillus pumilus BL8
307240,Bacillus phage GIL16c,NC_006945,1428,Bacillus thuringiensis
1406785,Bacillus phage Grass,NC_022771,1423,Bacillus subtilis
2736266,Bacillus phage Gxv1,NC_049974,1409,Bacillus sp. (in: Bacteria)
1486659,Bacillus phage Hakuna,NC_024213,1428,Bacillus thuringiensis
1981931,Bacillus phage Harambe,NC_049960,1428,Bacillus thuringiensis
1981931,Bacillus phage Harambe,NC_049960,29339,Bacillus thuringiensis serovar kurstaki
1486660,Bacillus phage Hoody T,NC_024205,1428,Bacillus thuringiensis
1498212,Bacillus phage JBP901,NC_027352,226900,Bacillus cereus ATCC 14579
1296655,Bacillus phage JL,NC_028982,1396,Bacillus cereus
2023949,Bacillus phage Juan,NC_049963,29339,Bacillus thuringiensis serovar kurstaki
2591398,Bacillus phage Karezi,NC_049970,29339,Bacillus thuringiensis serovar kurstaki
1873998,Bacillus phage Kida,NC_031012,1428,Bacillus thuringiensis
1873998,Bacillus phage Kida,NC_031012,29339,Bacillus thuringiensis serovar kurstaki
2023950,Bacillus phage KonjoTrouble,NC_049964,1396,Bacillus cereus
1540090,Bacillus phage Mater,NC_027366,1404,Priestia megaterium
1486661,Bacillus phage Megatron,NC_024211,1428,Bacillus thuringiensis
1309583,Bacillus phage MG-B1,NC_021336,1405,Bacillus mycoides
1796993,Bacillus phage Mgbh1,NC_041879,1409,Bacillus sp. (in: Bacteria)
1540091,Bacillus phage Moonbeam,NC_027374,1404,Priestia megaterium
1805950,Bacillus phage Nemo,NC_031070,29339,Bacillus thuringiensis serovar kurstaki
10753,Bacillus phage Nf,NC_049976,224308,Bacillus subtilis subsp. subtilis str. 168
1805951,Bacillus phage Nigalana,NC_031037,29339,Bacillus thuringiensis serovar kurstaki
1805952,Bacillus phage NotTheCreek,NC_031049,29339,Bacillus thuringiensis serovar kurstaki
1406786,Bacillus phage Page,NC_022764,1404,Priestia megaterium
1406786,Bacillus phage Page,NC_022764,545693,Bacillus megaterium QM B1551
1406786,Bacillus phage Page,NC_022764,1006007,Bacillus megaterium WSH-002
1597966,Bacillus phage Palmer,NC_028926,1404,Priestia megaterium
1540092,Bacillus phage Pascal,NC_027372,1404,Priestia megaterium
1675598,Bacillus phage Pavlov,NC_028782,1404,Priestia megaterium
1161901,Bacillus phage PBC1,NC_017976,1396,Bacillus cereus
1868598,Bacillus phage PfEFR-4,NC_048641,1396,Bacillus cereus
1868599,Bacillus phage PfEFR-5,NC_031055,1396,Bacillus cereus
1075161,Bacillus phage pGIL01,AJ536073,1430,Bacillus thuringiensis serovar israelensis
225725,Bacillus phage phBC6A51,NC_004820,1396,Bacillus cereus
225726,Bacillus phage phBC6A52,NC_004821,1396,Bacillus cereus
10717,Bacillus phage phi105,"NC_004167, NC_048631",1423,Bacillus subtilis
1643324,Bacillus phage phi4B1,NC_028886,1396,Bacillus cereus
1643324,Bacillus phage phi4B1,NC_028886,1428,Bacillus thuringiensis
1643326,Bacillus phage phi4J1,NC_029008,1396,Bacillus cereus
1643326,Bacillus phage phi4J1,NC_029008,1428,Bacillus thuringiensis
1204533,Bacillus phage phiAGATE,NC_020081,1408,Bacillus pumilus
1357713,Bacillus phage phiCM3,NC_023599,1428,Bacillus thuringiensis
207656,Bacillus phage phiNIT1,NC_021856,1423,Bacillus subtilis
1124578,Bacillus phage phIS3501,NC_019502,1428,Bacillus thuringiensis
1124578,Bacillus phage phIS3501,NC_019502,339854,Bacillus thuringiensis serovar israelensis ATCC 35646
1805953,Bacillus phage Phrodo,NC_031100,29339,Bacillus thuringiensis serovar kurstaki
547228,Bacillus phage PM1,NC_020883,86029,Bacillus subtilis subsp. natto
1406789,Bacillus phage Pony,NC_022770,1404,Priestia megaterium
1406789,Bacillus phage Pony,NC_022770,545693,Bacillus megaterium QM B1551
1406789,Bacillus phage Pony,NC_022770,1006007,Bacillus megaterium WSH-002
1540093,Bacillus phage Pookie,NC_027394,1404,Priestia megaterium
1406787,Bacillus phage poppyseed,KF669657,1404,Priestia megaterium
10757,Bacillus phage PZA,NC_001423,1423,Bacillus subtilis
1909400,Bacillus phage QCM11,NC_049959,1396,Bacillus cereus
1909400,Bacillus phage QCM11,NC_049959,260799,Bacillus anthracis str. Sterne
1486662,Bacillus phage Riley,NC_024788,1428,Bacillus thuringiensis
1805954,Bacillus phage SageFayge,NC_031027,29339,Bacillus thuringiensis serovar kurstaki
1837830,Bacillus phage SalinJah,NC_031034,1428,Bacillus thuringiensis
1983413,Bacillus phage SerPounce,NC_049962,1428,Bacillus thuringiensis
1983413,Bacillus phage SerPounce,NC_049962,29339,Bacillus thuringiensis serovar kurstaki
1296656,Bacillus phage Shanette,NC_028983,1396,Bacillus cereus
1796992,Bacillus phage Shbh1,NC_030925,1409,Bacillus sp. (in: Bacteria)
1285382,Bacillus phage SIOphi,NC_042133,1423,Bacillus subtilis
1406790,Bacillus phage Slash,NC_022774,1404,Priestia megaterium
941058,Bacillus phage SP-10,NC_019487,1423,Bacillus subtilis
1792032,Bacillus phage SP-15,NC_031245,766760,Bacillus paralicheniformis ATCC 9945a
1497851,Bacillus phage SPG24,"NC_030903, NC_041835, NC_041836, NC_041837, NC_041838, NC_041839, NC_041840, NC_041841, NC_041842",1423,Bacillus subtilis
1406791,Bacillus phage Spock,NC_022763,29339,Bacillus thuringiensis serovar kurstaki
10724,Bacillus phage SPP1,NC_004166,1423,Bacillus subtilis
1610832,Bacillus phage Stahl,NC_028856,1404,Priestia megaterium
1406792,Bacillus phage Staley,NC_022767,1404,Priestia megaterium
1406792,Bacillus phage Staley,NC_022767,545693,Bacillus megaterium QM B1551
1610833,Bacillus phage Stills,NC_028777,1404,Priestia megaterium
1874002,Bacillus phage Stitch,NC_031032,1386,Bacillus
565140,Bacillus phage TP21-L,NC_011645,1396,Bacillus cereus
1382932,Bacillus phage Troll,NC_022088,29339,Bacillus thuringiensis serovar kurstaki
1690456,Bacillus phage TsarBomba,NC_028890,1396,Bacillus cereus
1690456,Bacillus phage TsarBomba,NC_028890,1428,Bacillus thuringiensis
1690456,Bacillus phage TsarBomba,NC_028890,29339,Bacillus thuringiensis serovar kurstaki
1690456,Bacillus phage TsarBomba,NC_028890,260799,Bacillus anthracis str. Sterne
1308863,Bacillus phage vB_BanS-Tsamsa,NC_023007,1392,Bacillus anthracis
2419618,Bacillus phage vB_BboS-125,NC_048735,246272,Alkalihalobacillus bogoriensis
1195072,Bacillus phage vB_BceM_Bc431v3,NC_020873,1396,Bacillus cereus
1759525,Bacillus phage vB_BceS-MY192,NC_048633,1396,Bacillus cereus
1775140,Bacillus phage vB_BhaS-171,NC_030904,79882,Bacillus halmapalus
2593638,Bacillus phage vB_BmeM-Goe8,NC_048797,592022,Bacillus megaterium DSM 319
2662127,Bacillus phage vB_Bpu_PumA1,NC_049971,1408,Bacillus pumilus
2662128,Bacillus phage vB_Bpu_PumA2,NC_049972,1408,Bacillus pumilus
1933063,Bacillus phage vB_BsuM-Goe3,NC_048652,1423,Bacillus subtilis
1807511,Bacillus phage vB_BsuP-Goe1,NC_049975,1423,Bacillus subtilis
2315470,Bacillus phage vB_BthP-Goe4,NC_049966,1261129,Bacillus thuringiensis serovar kurstaki str. HD-1
2565501,Bacillus phage vB_BtS_B83,NC_048762,1428,Bacillus thuringiensis
1868826,Bacillus phage vB_BtS_BMBtp14,NC_048640,1428,Bacillus thuringiensis
1445809,Bacillus phage vB_BtS_BMBtp3,NC_028748,529121,Bacillus thuringiensis serovar tenebrionis str. YBT-1765
2022474,Bacillus phage vB_BveP-Goe6,NC_049965,326423,Bacillus velezensis FZB42
1734382,Bacillus phage VMY22,NC_028789,1396,Bacillus cereus
764595,Bacillus phage W.Ph.,NC_016563,1396,Bacillus cereus
1510440,Bacillus phage Waukesha92,NC_025424,29339,Bacillus thuringiensis serovar kurstaki
