vtaxid,vname,vrefseq,htaxid,hname
2652422,Mycobacterium phage LilMcDreamy,NC_051582,246196,Mycolicibacterium smegmatis MC2 155
1074307,Mycobacterium phage LinStu,NC_023714,246196,Mycolicibacterium smegmatis MC2 155
1340818,Mycobacterium phage LittleCherry,NC_022086,246196,Mycolicibacterium smegmatis MC2 155
2419980,Mycobacterium phage Lizziana,NC_051678,246196,Mycolicibacterium smegmatis MC2 155
1541823,Mycobacterium phage Llama,NC_028923,1763,Mycobacterium
2681623,Mycobacterium phage Llij,NC_008196,1763,Mycobacterium
2681623,Mycobacterium phage Llij,NC_008196,1772,Mycolicibacterium smegmatis
1698711,Mycobacterium phage Lolly9,NC_028843,246196,Mycolicibacterium smegmatis MC2 155
2126809,Mycobacterium phage Lopton,NC_052440,246196,Mycolicibacterium smegmatis MC2 155
1815969,Mycobacterium phage Loser,NC_031256,246196,Mycolicibacterium smegmatis MC2 155
663556,Mycobacterium phage LRRHood,GQ303262,246196,Mycolicibacterium smegmatis MC2 155
1647300,Mycobacterium phage Luchador,NC_028849,246196,Mycolicibacterium smegmatis MC2 155
1913044,Mycobacterium phage Lukilu,NC_041901,246196,Mycolicibacterium smegmatis MC2 155
2250361,Mycobacterium phage Magnar,NC_052441,246196,Mycolicibacterium smegmatis MC2 155
1881141,Mycobacterium phage Magnito,NC_052470,1772,Mycolicibacterium smegmatis
1881141,Mycobacterium phage Magnito,NC_052470,246196,Mycolicibacterium smegmatis MC2 155
2591129,Mycobacterium phage Mahavrat,NC_051679,246196,Mycolicibacterium smegmatis MC2 155
2024296,Mycobacterium phage Majeke,NC_051737,246196,Mycolicibacterium smegmatis MC2 155
1873889,Mycobacterium phage Makemake,NC_031067,246196,Mycolicibacterium smegmatis MC2 155
1567472,Mycobacterium phage Malithi,NC_026605,246196,Mycolicibacterium smegmatis MC2 155
1486403,Mycobacterium phage Manad,NC_024363,246196,Mycolicibacterium smegmatis MC2 155
2725652,Mycobacterium phage Manatee,NC_052442,246196,Mycolicibacterium smegmatis MC2 155
2283297,Mycobacterium phage Mantra,NC_051680,246196,Mycolicibacterium smegmatis MC2 155
2725625,Mycobacterium phage MarkPhew,NC_051622,246196,Mycolicibacterium smegmatis MC2 155
2301709,Mycobacterium phage Maroc7,NC_052443,246196,Mycolicibacterium smegmatis MC2 155
1527516,Mycobacterium phage MarQuardt,NC_028798,246196,Mycolicibacterium smegmatis MC2 155
2652423,Mycobacterium phage Marshawn,NC_051623,246196,Mycolicibacterium smegmatis MC2 155
1034139,Mycobacterium phage Marvin,NC_042032,246196,Mycolicibacterium smegmatis MC2 155
2762423,Mycobacterium phage MaryBeth,NC_052444,246196,Mycolicibacterium smegmatis MC2 155
2182398,Mycobacterium phage Mattes,NC_051681,246196,Mycolicibacterium smegmatis MC2 155
1340834,Mycobacterium phage Medusa,KF024733,246196,Mycolicibacterium smegmatis MC2 155
1056832,Mycobacterium phage MeeZee,JN243856,246196,Mycolicibacterium smegmatis MC2 155
2686098,Mycobacterium phage Megiddo,NC_051728,246196,Mycolicibacterium smegmatis MC2 155
2163593,Mycobacterium phage Melissauren88,NC_051682,246196,Mycolicibacterium smegmatis MC2 155
1429792,Mycobacterium phage Melvin,KF841476,246196,Mycolicibacterium smegmatis MC2 155
2099637,Mycobacterium phage Mendokysei,NC_051726,246196,Mycolicibacterium smegmatis MC2 155
1327779,Mycobacterium phage Methuselah,KC661272,246196,Mycolicibacterium smegmatis MC2 155
1567005,Mycobacterium phage MiaZeal,NC_028953,246196,Mycolicibacterium smegmatis MC2 155
1445726,Mycobacterium phage MichelleMyBell,NC_023572,246196,Mycolicibacterium smegmatis MC2 155
2234076,Mycobacterium phage Michley,NC_052445,246196,Mycolicibacterium smegmatis MC2 155
2315711,Mycobacterium phage MilleniumForce,NC_051683,246196,Mycolicibacterium smegmatis MC2 155
1567473,Mycobacterium phage Milly,NC_026598,246196,Mycolicibacterium smegmatis MC2 155
1647311,Mycobacterium phage Mindy,NC_029093,246196,Mycolicibacterium smegmatis MC2 155
1527513,Mycobacterium phage Minerva,NC_026584,246196,Mycolicibacterium smegmatis MC2 155
2653763,Mycobacterium phage MinionDave,NC_051684,246196,Mycolicibacterium smegmatis MC2 155
2653764,Mycobacterium phage Minnie,NC_051685,246196,Mycolicibacterium smegmatis MC2 155
2126810,Mycobacterium phage Misha28,NC_051686,246196,Mycolicibacterium smegmatis MC2 155
1088865,Mycobacterium phage MoMoMixon,NC_023733,246196,Mycolicibacterium smegmatis MC2 155
2108127,Mycobacterium phage MooMoo,NC_051721,246196,Mycolicibacterium smegmatis MC2 155
2767561,Mycobacterium phage Moonbeam,NC_051687,1772,Mycolicibacterium smegmatis
1647309,Mycobacterium phage MOOREtheMARYer,NC_028791,246196,Mycolicibacterium smegmatis MC2 155
1084721,Mycobacterium phage Morgushi,JN638753,246196,Mycolicibacterium smegmatis MC2 155
1429913,Mycobacterium phage Mosby,KF493883,246196,Mycolicibacterium smegmatis MC2 155
1471542,Mycobacterium phage MosMoris,NC_024138,246196,Mycolicibacterium smegmatis MC2 155
2767562,Mycobacterium phage Mova,NC_051688,1772,Mycolicibacterium smegmatis
2099635,Mycobacterium phage MPlant7149,NC_052446,246196,Mycolicibacterium smegmatis MC2 155
2234077,Mycobacterium phage Mryolo,NC_052447,246196,Mycolicibacterium smegmatis MC2 155
1340829,Mycobacterium phage Muddy,NC_022054,1763,Mycobacterium
1340829,Mycobacterium phage Muddy,NC_022054,246196,Mycolicibacterium smegmatis MC2 155
1718600,Mycobacterium phage Mufasa,NC_028759,246196,Mycolicibacterium smegmatis MC2 155
1805459,Mycobacterium phage Mulciber,NC_031257,246196,Mycolicibacterium smegmatis MC2 155
2759460,Mycobacterium phage Mule,NC_052448,1772,Mycolicibacterium smegmatis
1084720,Mycobacterium phage Murdoc,JN638752,246196,Mycolicibacterium smegmatis MC2 155
1327939,Mycobacterium phage Murphy,NC_021305,246196,Mycolicibacterium smegmatis MC2 155
1560286,Mycobacterium phage Murucutumbu,NC_028978,246196,Mycolicibacterium smegmatis MC2 155
546805,Mycobacterium phage Myrna,NC_011273,1772,Mycolicibacterium smegmatis
546805,Mycobacterium phage Myrna,NC_011273,246196,Mycolicibacterium smegmatis MC2 155
1235692,Mycobacterium phage Nacho,JX649098,246196,Mycolicibacterium smegmatis MC2 155
1391180,Mycobacterium phage Nala,NC_022976,246196,Mycolicibacterium smegmatis MC2 155
1088866,Mycobacterium phage Nappy,NC_023725,246196,Mycolicibacterium smegmatis MC2 155
2283298,Mycobacterium phage NEHalo,NC_052449,246196,Mycolicibacterium smegmatis MC2 155
1679530,Mycobacterium phage NelitzaMV,NC_028785,246196,Mycolicibacterium smegmatis MC2 155
1647308,Mycobacterium phage Nerujay,NC_028928,246196,Mycolicibacterium smegmatis MC2 155
1327766,Mycobacterium phage Newman,NC_021310,246196,Mycolicibacterium smegmatis MC2 155
1675553,Mycobacterium phage Nhonho,NC_028815,1772,Mycolicibacterium smegmatis
1675553,Mycobacterium phage Nhonho,NC_028815,246196,Mycolicibacterium smegmatis MC2 155
2510585,Mycobacterium phage Nibb,NC_051624,246196,Mycolicibacterium smegmatis MC2 155
543152,Mycobacterium phage Nigel,NC_011044,1772,Mycolicibacterium smegmatis
2517936,Mycobacterium Phage Niklas,NC_051625,246196,Mycolicibacterium smegmatis MC2 155
2301567,Mycobacterium phage Nimbo,NC_051689,1763,Mycobacterium
2652404,Mycobacterium phage Nitzel,NC_051690,1772,Mycolicibacterium smegmatis
2301710,Mycobacterium phage Nivrat,NC_051691,246196,Mycolicibacterium smegmatis MC2 155
2250382,Mycobacterium phage Niza,NC_052450,246196,Mycolicibacterium smegmatis MC2 155
1089130,Mycobacterium phage Nova,JN699014,246196,Mycolicibacterium smegmatis MC2 155
1458713,Mycobacterium phage Numberten,KJ194583,246196,Mycolicibacterium smegmatis MC2 155
1445714,Mycobacterium phage Nyxis,NC_023565,246196,Mycolicibacterium smegmatis MC2 155
1445727,Mycobacterium phage Oaker,NC_023578,246196,Mycolicibacterium smegmatis MC2 155
1445715,Mycobacterium phage Obama12,NC_023577,246196,Mycolicibacterium smegmatis MC2 155
1340711,Mycobacterium phage Odin,KF017927,246196,Mycolicibacterium smegmatis MC2 155
2099640,Mycobacterium phage Ogopogo,NC_051692,246196,Mycolicibacterium smegmatis MC2 155
1486473,Mycobacterium phage OkiRoe,NC_024366,246196,Mycolicibacterium smegmatis MC2 155
2079284,Mycobacterium phage OldBen,NC_051693,246196,Mycolicibacterium smegmatis MC2 155
1052671,Mycobacterium phage Oline,NC_023711,246196,Mycolicibacterium smegmatis MC2 155
2250364,Mycobacterium phage OlympiaSaint,NC_051694,1763,Mycobacterium
1541819,Mycobacterium phage Omnicron,NC_028832,246196,Mycolicibacterium smegmatis MC2 155
2178922,Mycobacterium phage Oogway,NC_052451,246196,Mycolicibacterium smegmatis MC2 155
373409,Mycobacterium phage Orion,NC_008197,1763,Mycobacterium
373409,Mycobacterium phage Orion,NC_008197,1772,Mycolicibacterium smegmatis
1035482,Mycobacterium phage OSmaximus,NC_028803,246196,Mycolicibacterium smegmatis MC2 155
1673889,Mycobacterium phage Ovechkin,NC_028937,246196,Mycolicibacterium smegmatis MC2 155
2126954,Mycobacterium phage OwlsT2W,NC_051695,246196,Mycolicibacterium smegmatis MC2 155
1897542,Mycobacterium phage PacerPaul,NC_052452,246196,Mycolicibacterium smegmatis MC2 155
1821537,Mycobacterium phage Panchino,NC_031281,246196,Mycolicibacterium smegmatis MC2 155
2094139,Mycobacterium phage Paola,NC_051595,246196,Mycolicibacterium smegmatis MC2 155
1873891,Mycobacterium phage Papez,NC_031041,246196,Mycolicibacterium smegmatis MC2 155
1383056,Mycobacterium phage Papyrus,NC_022053,246196,Mycolicibacterium smegmatis MC2 155
1718171,Mycobacterium phage Pari,NC_028874,246196,Mycolicibacterium smegmatis MC2 155
1074308,Mycobacterium phage Patience,NC_023691,246196,Mycolicibacterium smegmatis MC2 155
2530139,Mycobacterium phage Patt,NC_051592,1772,Mycolicibacterium smegmatis
1327773,Mycobacterium phage PattyP,NC_021297,246196,Mycolicibacterium smegmatis MC2 155
373410,Mycobacterium phage PBI1,NC_008198,1763,Mycobacterium
373410,Mycobacterium phage PBI1,NC_008198,1772,Mycolicibacterium smegmatis
1325953,Mycobacterium phage PegLeg,NC_021299,246196,Mycolicibacterium smegmatis MC2 155
1735466,Mycobacterium phage Pepe,NC_028680,246196,Mycolicibacterium smegmatis MC2 155
1927018,Mycobacterium phage Petruchio,NC_052453,246196,Mycolicibacterium smegmatis MC2 155
213236,Mycobacterium phage PG1,NC_005259,1763,Mycobacterium
546184,Mycobacterium phage Phaedrus,NC_011057,246196,Mycolicibacterium smegmatis MC2 155
1486426,Mycobacterium phage Phantastic,NC_024148,246196,Mycolicibacterium smegmatis MC2 155
2041544,Mycobacterium phage Phasih,NC_051696,246196,Mycolicibacterium smegmatis MC2 155
1391181,Mycobacterium phage PhatBacter,NC_022969,246196,Mycolicibacterium smegmatis MC2 155
1698356,Mycobacterium phage Phatniss,NC_028844,246196,Mycolicibacterium smegmatis MC2 155
1327937,Mycobacterium phage Phaux,NC_021311,246196,Mycolicibacterium smegmatis MC2 155
1647302,Mycobacterium phage Phayonce,NC_028796,246196,Mycolicibacterium smegmatis MC2 155
1383055,Mycobacterium phage Phelemich,NC_022063,246196,Mycolicibacterium smegmatis MC2 155
2575357,Mycobacterium phage Phineas,NC_051733,246196,Mycolicibacterium smegmatis MC2 155
1034143,Mycobacterium phage Phipps,NC_028942,246196,Mycolicibacterium smegmatis MC2 155
1690684,Mycobacterium phage Phlei,NC_028662,1771,Mycolicibacterium phlei
591487,Mycobacterium phage Phlyer,NC_012027,246196,Mycolicibacterium smegmatis MC2 155
1567451,Mycobacterium phage Phoxy,KP017310,246196,Mycolicibacterium smegmatis MC2 155
1821541,Mycobacterium phage Phrann,NC_031266,246196,Mycolicibacterium smegmatis MC2 155
1354512,Mycobacterium phage PhrostyMug,NC_022329,246196,Mycolicibacterium smegmatis MC2 155
1327774,Mycobacterium phage Phrux,NC_021309,246196,Mycolicibacterium smegmatis MC2 155
1235693,Mycobacterium phage Piglet,JX649097,246196,Mycolicibacterium smegmatis MC2 155
1498204,Mycobacterium phage Pinto,NC_024368,246196,Mycolicibacterium smegmatis MC2 155
1089131,Mycobacterium phage Pio,JN699013,246196,Mycolicibacterium smegmatis MC2 155
1698417,Mycobacterium phage Pioneer,NC_028965,246196,Mycolicibacterium smegmatis MC2 155
373413,Mycobacterium phage Pipefish,NC_008199,1763,Mycobacterium
373413,Mycobacterium phage Pipefish,NC_008199,1772,Mycolicibacterium smegmatis
2517966,Mycobacterium phage Piper2020,NC_051697,1772,Mycolicibacterium smegmatis
2079571,Mycobacterium phage Pippin,NC_052454,1772,Mycolicibacterium smegmatis
2079571,Mycobacterium phage Pippin,NC_052454,246196,Mycolicibacterium smegmatis MC2 155
1983576,Mycobacterium phage Pippy,NC_051698,246196,Mycolicibacterium smegmatis MC2 155
1567474,Mycobacterium phage Pipsqueak,KP027208,246196,Mycolicibacterium smegmatis MC2 155
1821540,Mycobacterium phage Pipsqueaks,NC_042055,246196,Mycolicibacterium smegmatis MC2 155
1527520,Mycobacterium phage Piro94,NC_028794,246196,Mycolicibacterium smegmatis MC2 155
2283258,Mycobacterium phage Pita2,NC_052455,246196,Mycolicibacterium smegmatis MC2 155
1079895,Mycobacterium phage Pleione,NC_023737,246196,Mycolicibacterium smegmatis MC2 155
373411,Mycobacterium phage PLot,NC_008200,1763,Mycobacterium
373411,Mycobacterium phage PLot,NC_008200,1772,Mycolicibacterium smegmatis
2500793,Mycobacterium phage Poenanya,NC_051699,246196,Mycolicibacterium smegmatis MC2 155
2584498,Mycobacterium phage Polka14,NC_051700,246196,Mycolicibacterium smegmatis MC2 155
2502448,Mycobacterium phage Pollywog,NC_051701,246196,Mycolicibacterium smegmatis MC2 155
1675554,Mycobacterium phage Pops,NC_028681,1772,Mycolicibacterium smegmatis
1675554,Mycobacterium phage Pops,NC_028681,246196,Mycolicibacterium smegmatis MC2 155
1698712,Mycobacterium phage PopTart,NC_028961,246196,Mycolicibacterium smegmatis MC2 155
1552733,Mycobacterium phage Power,KM463009,246196,Mycolicibacterium smegmatis MC2 155
543153,Mycobacterium phage Predator,NC_011039,1772,Mycolicibacterium smegmatis
2081627,Mycobacterium phage Priscilla,NC_051702,246196,Mycolicibacterium smegmatis MC2 155
2484215,Mycobacterium phage Prithvi,NC_051626,246196,Mycolicibacterium smegmatis MC2 155
663558,Mycobacterium phage Puhltonio,GQ303264,246196,Mycolicibacterium smegmatis MC2 155
2593351,Mycobacterium phage Purky,NC_051739,1772,Mycolicibacterium smegmatis
2664226,Mycobacterium phage Quesadilla,NC_051584,246196,Mycolicibacterium smegmatis MC2 155
2301570,Mycobacterium phage QuickMath,NC_051703,1763,Mycobacterium
1675555,Mycobacterium phage Quico,NC_028751,1772,Mycolicibacterium smegmatis
1675555,Mycobacterium phage Quico,NC_028751,246196,Mycolicibacterium smegmatis MC2 155
1354514,Mycobacterium phage Quink,NC_022330,246196,Mycolicibacterium smegmatis MC2 155
1551642,Mycobacterium phage QuinnKiro,KM592966,246196,Mycolicibacterium smegmatis MC2 155
373414,Mycobacterium phage Qyrzula,NC_008204,1763,Mycobacterium
373414,Mycobacterium phage Qyrzula,NC_008204,1772,Mycolicibacterium smegmatis
2502444,Mycobacterium phage Rajelicia,NC_052456,246196,Mycolicibacterium smegmatis MC2 155
1035483,Mycobacterium phage Rakim,JN006062,246196,Mycolicibacterium smegmatis MC2 155
2301556,Mycobacterium phage Rando14,NC_051596,246196,Mycolicibacterium smegmatis MC2 155
1079894,Mycobacterium phage Redi,NC_023730,246196,Mycolicibacterium smegmatis MC2 155
1340709,Mycobacterium phage Redno2,NC_022066,246196,Mycolicibacterium smegmatis MC2 155
711470,Mycobacterium phage RedRock,NC_025444,1763,Mycobacterium
711470,Mycobacterium phage RedRock,NC_025444,246196,Mycolicibacterium smegmatis MC2 155
2079285,Mycobacterium phage Rem711,NC_051725,246196,Mycolicibacterium smegmatis MC2 155
2301701,Mycobacterium phage Renaud18,NC_048729,246196,Mycolicibacterium smegmatis MC2 155
1340828,Mycobacterium phage Reprobate,NC_022064,1763,Mycobacterium
1340828,Mycobacterium phage Reprobate,NC_022064,246196,Mycolicibacterium smegmatis MC2 155
1034115,Mycobacterium phage Rey,NC_041971,246196,Mycolicibacterium smegmatis MC2 155
2488788,Mycobacterium phage Rhynn,NC_052457,1772,Mycolicibacterium smegmatis
2488788,Mycobacterium phage Rhynn,NC_052457,246196,Mycolicibacterium smegmatis MC2 155
1458846,Mycobacterium phage RhynO,NC_023609,246196,Mycolicibacterium smegmatis MC2 155
1071506,Mycobacterium phage RidgeCB,NC_023710,246196,Mycolicibacterium smegmatis MC2 155
2530144,Mycobacterium phage Ringer,NC_052458,246196,Mycolicibacterium smegmatis MC2 155
2027900,Mycobacterium phage RitaG,NC_051704,246196,Mycolicibacterium smegmatis MC2 155
546806,Mycobacterium phage Rizal,NC_011272,246196,Mycolicibacterium smegmatis MC2 155
1034144,Mycobacterium phage Rockstar,NC_042036,246196,Mycolicibacterium smegmatis MC2 155
2250427,Mycobacterium phage Rohr,NC_052459,246196,Mycolicibacterium smegmatis MC2 155
1555234,Mycobacterium phage RonRayGun,KM591905,246196,Mycolicibacterium smegmatis MC2 155
205874,Mycobacterium phage Rosebush,NC_004684,1763,Mycobacterium
205874,Mycobacterium phage Rosebush,NC_004684,1772,Mycolicibacterium smegmatis
2768139,Mycobacterium phage Royals2015,NC_051705,246196,Mycolicibacterium smegmatis MC2 155
1698441,Mycobacterium phage Rufus,NC_028810,246196,Mycolicibacterium smegmatis MC2 155
2099448,Mycobacterium phage Ruotula,NC_052460,246196,Mycolicibacterium smegmatis MC2 155
2530146,Mycobacterium phage Rutherferd,NC_052461,1772,Mycolicibacterium smegmatis
1445728,Mycobacterium phage Saal,NC_023580,246196,Mycolicibacterium smegmatis MC2 155
1211284,Mycobacterium phage Sabertooth,JX307703,246196,Mycolicibacterium smegmatis MC2 155
2656602,Mycobacterium phage Sagefire,NC_052462,246196,Mycolicibacterium smegmatis MC2 155
2315616,Mycobacterium phage Saguaro,NC_051583,1772,Mycolicibacterium smegmatis
2250367,Mycobacterium phage Sandalphon,NC_051706,246196,Mycolicibacterium smegmatis MC2 155
1340827,Mycobacterium phage SarFire,NC_022324,1763,Mycobacterium
1340827,Mycobacterium phage SarFire,NC_022324,246196,Mycolicibacterium smegmatis MC2 155
1354513,Mycobacterium phage SargentShorty9,KF279416,246196,Mycolicibacterium smegmatis MC2 155
1958910,Mycobacterium phage SassyB,NC_051707,246196,Mycolicibacterium smegmatis MC2 155
1567475,Mycobacterium phage Sbash,NC_026589,246196,Mycolicibacterium smegmatis MC2 155
701455,Mycobacterium phage Scoot17C,GU247134,246196,Mycolicibacterium smegmatis MC2 155
546807,Mycobacterium phage ScottMcG,NC_011269,246196,Mycolicibacterium smegmatis MC2 155
2099449,Mycobacterium phage Scowl,NC_052410,246196,Mycolicibacterium smegmatis MC2 155
1327775,Mycobacterium phage SDcharge11,KC661274,246196,Mycolicibacterium smegmatis MC2 155
2776873,Mycobacterium phage Seabastian,NC_051708,246196,Mycolicibacterium smegmatis MC2 155
1458714,Mycobacterium phage Seabiscuit,NC_024136,246196,Mycolicibacterium smegmatis MC2 155
1698713,Mycobacterium phage Seagreen,NC_028813,246196,Mycolicibacterium smegmatis MC2 155
1052672,Mycobacterium phage Sebata,NC_041993,246196,Mycolicibacterium smegmatis MC2 155
1034146,Mycobacterium phage Send513,NC_042033,246196,Mycolicibacterium smegmatis MC2 155
2301619,Mycobacterium phage Serendipitous,NC_051587,246196,Mycolicibacterium smegmatis MC2 155
1035484,Mycobacterium phage Serendipity,JN006063,246196,Mycolicibacterium smegmatis MC2 155
1701853,Mycobacterium phage Serenity,NC_028932,246196,Mycolicibacterium smegmatis MC2 155
1235694,Mycobacterium phage Serpentine,JX649096,246196,Mycolicibacterium smegmatis MC2 155
1327776,Mycobacterium phage Severus,NC_021307,246196,Mycolicibacterium smegmatis MC2 155
1034124,Mycobacterium phage Shaka,JF792674,246196,Mycolicibacterium smegmatis MC2 155
1983447,Mycobacterium phage Shandong1,NC_051602,246196,Mycolicibacterium smegmatis MC2 155
1036615,Mycobacterium phage Shauna1,NC_041989,246196,Mycolicibacterium smegmatis MC2 155
1647313,Mycobacterium phage ShedlockHolmes,NC_028846,246196,Mycolicibacterium smegmatis MC2 155
1589274,Mycobacterium phage Sheen,NC_028914,246196,Mycolicibacterium smegmatis MC2 155
1036616,Mycobacterium phage ShiLan,NC_041988,246196,Mycolicibacterium smegmatis MC2 155
1821727,Mycobacterium phage Shipwreck,NC_031261,246196,Mycolicibacterium smegmatis MC2 155
1296647,Mycobacterium phage ShiVal,NC_028674,246196,Mycolicibacterium smegmatis MC2 155
1340835,Mycobacterium phage Shrimp,KF024734,246196,Mycolicibacterium smegmatis MC2 155
2283259,Mycobacterium phage Sibs6,NC_052463,246196,Mycolicibacterium smegmatis MC2 155
1567476,Mycobacterium phage Sigman,KP027209,246196,Mycolicibacterium smegmatis MC2 155
1933771,Mycobacterium phage SimranZ1,NC_051709,246196,Mycolicibacterium smegmatis MC2 155
1034116,Mycobacterium phage SirDuracell,NC_041987,246196,Mycolicibacterium smegmatis MC2 155
1034117,Mycobacterium phage SirHarley,JF937107,246196,Mycolicibacterium smegmatis MC2 155
2015824,Mycobacterium phage SirPhilip,NC_051627,246196,Mycolicibacterium smegmatis MC2 155
1327777,Mycobacterium phage SiSi,NC_021301,246196,Mycolicibacterium smegmatis MC2 155
1821539,Mycobacterium phage SkinnyPete,NC_041882,246196,Mycolicibacterium smegmatis MC2 155
701456,Mycobacterium phage SkiPole,NC_023748,246196,Mycolicibacterium smegmatis MC2 155
2027901,Mycobacterium phage Smairt,NC_052464,246196,Mycolicibacterium smegmatis MC2 155
1673873,Mycobacterium phage Smeadley,NC_028860,246196,Mycolicibacterium smegmatis MC2 155
2656604,Mycobacterium phage Snazzy,NC_052465,246196,Mycolicibacterium smegmatis MC2 155
1873887,Mycobacterium phage Sneeze,NC_031102,246196,Mycolicibacterium smegmatis MC2 155
1698714,Mycobacterium phage Snenia,NC_028778,246196,Mycolicibacterium smegmatis MC2 155
555603,Mycobacterium phage Solon,NC_011267,246196,Mycolicibacterium smegmatis MC2 155
1458725,Mycobacterium phage Soto,NC_025438,246196,Mycolicibacterium smegmatis MC2 155
2743996,Mycobacterium phage Soul22,NC_051723,246196,Mycolicibacterium smegmatis MC2 155
1739966,Mycobacterium phage Sparkdehlily,NC_028654,246196,Mycolicibacterium smegmatis MC2 155
1527493,Mycobacterium phage Sparky,NC_026597,246196,Mycolicibacterium smegmatis MC2 155
1147141,Mycobacterium phage Spartacus,NC_041986,246196,Mycolicibacterium smegmatis MC2 155
1567452,Mycobacterium phage Spike509,KP017311,246196,Mycolicibacterium smegmatis MC2 155
2502422,Mycobacterium phage SpikeBT,NC_052466,246196,Mycolicibacterium smegmatis MC2 155
2301571,Mycobacterium phage Spikelee,NC_051710,1763,Mycobacterium
2023953,Mycobacterium phage Spoonbill,NC_051711,246196,Mycolicibacterium smegmatis MC2 155
546808,Mycobacterium phage Spud,NC_011270,246196,Mycolicibacterium smegmatis MC2 155
1527512,Mycobacterium phage Squirty,NC_026588,246196,Mycolicibacterium smegmatis MC2 155
2656605,Mycobacterium phage StAnnes,NC_051712,246196,Mycolicibacterium smegmatis MC2 155
1089137,Mycobacterium phage Stinger,NC_023741,246196,Mycolicibacterium smegmatis MC2 155
2776872,Mycobacterium phage STLscum,NC_052467,246196,Mycolicibacterium smegmatis MC2 155
1414748,Mycobacterium phage Suffolk,NC_023563,246196,Mycolicibacterium smegmatis MC2 155
2572318,Mycobacterium phage Sumter,NC_052468,1772,Mycolicibacterium smegmatis
1913038,Mycobacterium phage SuperGrey,NC_051713,246196,Mycolicibacterium smegmatis MC2 155
2517970,Mycobacterium phage SwagPigglett,NC_051714,1772,Mycolicibacterium smegmatis
1555235,Mycobacterium phage SweetiePie,NC_029043,246196,Mycolicibacterium smegmatis MC2 155
1527534,Mycobacterium phage Swirley,NC_028912,246196,Mycolicibacterium smegmatis MC2 155
1458715,Mycobacterium phage Swish,NC_028658,246196,Mycolicibacterium smegmatis MC2 155
1034118,Mycobacterium phage Switzer,NC_041985,246196,Mycolicibacterium smegmatis MC2 155
1175504,Mycobacterium phage SWU1,NC_017973,246196,Mycolicibacterium smegmatis MC2 155
1204515,Mycobacterium phage Taj,NC_025433,246196,Mycolicibacterium smegmatis MC2 155
1089107,Mycobacterium phage TallGrassMM,JN699010,246196,Mycolicibacterium smegmatis MC2 155
1897500,Mycobacterium phage Taquito,NC_051591,246196,Mycolicibacterium smegmatis MC2 155
1698420,Mycobacterium phage Tasp14,NC_028784,246196,Mycolicibacterium smegmatis MC2 155
1567477,Mycobacterium phage Taurus,KP027202,246196,Mycolicibacterium smegmatis MC2 155
2163598,Mycobacterium phage TChen,NC_048705,246196,Mycolicibacterium smegmatis MC2 155
2653768,Mycobacterium phage TDanisky,NC_051715,246196,Mycolicibacterium smegmatis MC2 155
1718172,Mycobacterium phage Theia,NC_028960,246196,Mycolicibacterium smegmatis MC2 155
1701845,Mycobacterium phage TheloniousMonk,NC_028828,246196,Mycolicibacterium smegmatis MC2 155
2588513,Mycobacterium phage ThetaBob,NC_048788,246196,Mycolicibacterium smegmatis MC2 155
1052673,Mycobacterium phage Thibault,NC_023738,246196,Mycolicibacterium smegmatis MC2 155
2282910,Mycobacterium phage Thonko,NC_051580,246196,Mycolicibacterium smegmatis MC2 155
1567478,Mycobacterium phage Thor,KP027204,246196,Mycolicibacterium smegmatis MC2 155
1032894,Mycobacterium phage Thora,JF957056,246196,Mycolicibacterium smegmatis MC2 155
1089133,Mycobacterium phage ThreeOh3D2,JN699009,246196,Mycolicibacterium smegmatis MC2 155
2599880,Mycobacterium phage ThulaThula,NC_051738,246196,Mycolicibacterium smegmatis MC2 155
2283261,Mycobacterium phage Thyatira,NC_051597,1772,Mycolicibacterium smegmatis
2283261,Mycobacterium phage Thyatira,NC_051597,246196,Mycolicibacterium smegmatis MC2 155
1527535,Mycobacterium phage Tiffany,NC_028757,1763,Mycobacterium
1161934,Mycobacterium phage Tiger,NC_041984,246196,Mycolicibacterium smegmatis MC2 155
1032895,Mycobacterium phage Timshel,NC_041983,246196,Mycolicibacterium smegmatis MC2 155
1074829,Mycobacterium phage TiroTheta9,JN561150,246196,Mycolicibacterium smegmatis MC2 155
88870,Mycobacterium phage TM4,NC_003387,1763,Mycobacterium
88870,Mycobacterium phage TM4,NC_003387,1764,Mycobacterium avium
88870,Mycobacterium phage TM4,NC_003387,1772,Mycolicibacterium smegmatis
1891703,Mycobacterium phage Tonenili,NC_031080,246196,Mycolicibacterium smegmatis MC2 155
1897497,Mycobacterium phage Tortellini,NC_041888,246196,Mycolicibacterium smegmatis MC2 155
1035485,Mycobacterium phage Toto,NC_028906,246196,Mycolicibacterium smegmatis MC2 155
2656611,Mycobacterium phage Traft412,NC_052469,246196,Mycolicibacterium smegmatis MC2 155
1567479,Mycobacterium phage Treddle,KP027203,246196,Mycolicibacterium smegmatis MC2 155
1527536,Mycobacterium phage Trike,NC_026591,246196,Mycolicibacterium smegmatis MC2 155
1071503,Mycobacterium phage Trixie,NC_023731,246196,Mycolicibacterium smegmatis MC2 155
561999,Mycobacterium phage Troll4,NC_011285,246196,Mycolicibacterium smegmatis MC2 155
1340825,Mycobacterium phage Trouble,NC_022062,1763,Mycobacterium
1340825,Mycobacterium phage Trouble,NC_022062,246196,Mycolicibacterium smegmatis MC2 155
